charger_id,name,lat,lon,city,state,operator,source
479345,Tata Power Charging Station,21.069810000000004,86.496256,Unknown,Odisha,Unknown,OpenChargeMap
479344,Ather Grid Charging Station,21.104305,86.532646,Unknown,Odisha,Unknown,OpenChargeMap
479343,Ather Grid Charging Station,20.9362048,86.1646624,Unknown,Odisha,Unknown,OpenChargeMap
479342,Tata Power Charging Station,20.918958699999997,86.2169684,Unknown,Odisha,Unknown,OpenChargeMap
479341,Electric Vehicle Charging Station,20.986724199999998,85.98919599999999,Unknown,Odisha,Unknown,OpenChargeMap
479340,Tata Power Charging Station,20.9502562,85.989753,Unknown,Odisha,Unknown,OpenChargeMap
479339,BPCL Charging Station,21.068530799999998,82.3617326,Unknown,Odisha,Unknown,OpenChargeMap
479338,EESL Charging Station,21.163620599999998,81.78835800000002,Unknown,Odisha,Unknown,OpenChargeMap
479337,Tata Power Charging Station,21.161282099999998,81.796672,Unknown,Odisha,Unknown,OpenChargeMap
479336,EESL Charging Station,21.161336799999997,81.7964476,Unknown,Odisha,Unknown,OpenChargeMap
479335,BPCL Charging Station,21.0784588,81.7518659,Unknown,Odisha,Unknown,OpenChargeMap
479334,Ather Grid Charging Station,21.134089499999998,81.7723539,Unknown,Odisha,Unknown,OpenChargeMap
479333,BPCL Charging Station,21.0435101,81.7320747,Unknown,Odisha,Unknown,OpenChargeMap
479332,Om sai corporation e rickshaw,21.047829399999998,81.53317779999999,Unknown,Odisha,Unknown,OpenChargeMap
479331,Electric Vehicle Charging Station,21.035982,81.54613220000002,Unknown,Odisha,Unknown,OpenChargeMap
479330,Electric Vehicle Charging Station,21.0161093,81.7029005,Unknown,Odisha,Unknown,OpenChargeMap
479329,Hindustan Petroleum Corporation Limited,20.838154,86.30842299999999,Unknown,Odisha,Unknown,OpenChargeMap
479328,Ather Grid Charging Station,20.703937099999997,86.1341964,Unknown,Odisha,Unknown,OpenChargeMap
479327,Jio-bp pulse Charging Station,20.752399,86.150857,Unknown,Odisha,Unknown,OpenChargeMap
479326,Electric Vehicle Charging Station,20.6581671,86.11731379999999,Unknown,Odisha,Unknown,OpenChargeMap
479325,Ampere EV by Greaves - Green Wheels,20.694237899999997,86.1328793,Unknown,Odisha,Unknown,OpenChargeMap
479324,BPCL Charging Station,20.656229,86.112809,Unknown,Odisha,Unknown,OpenChargeMap
479323,Ather Grid Charging Station,20.669519899999997,85.5922933,Unknown,Odisha,Unknown,OpenChargeMap
479322,Jio-bp,20.8014756,85.5434702,Unknown,Odisha,Unknown,OpenChargeMap
479321,Tata Power Charging Station,20.8317557,85.24166029999999,Unknown,Odisha,Unknown,OpenChargeMap
